article_id,article_version,hcpc_modifier_group,paragraph,last_updated
57183,23,1,,2025-12-22 15:16:12.073000
57185,43,1,<p>N/A</p>,2026-04-03 13:33:13.430000
57186,43,1,<p>N/A</p>,2026-04-03 13:34:39.087000
57187,39,1,,2026-06-24 12:20:47.870000
57188,27,1,,2025-09-26 17:23:31.240000
57189,28,1,,2025-10-06 18:48:51.330000
57190,11,1,,2025-10-06 18:48:47.943000
57193,31,1,,2026-07-27 17:30:25.167000
57195,29,1,,2025-10-15 21:14:42.523000
57204,45,1,,2026-05-05 18:30:56.440000
57205,39,1,,2026-01-23 14:08:15.757000
57206,30,1,<p>N/A</p>,2025-10-14 13:00:41.993000
57221,25,1,,2025-10-06 18:48:49.537000
57224,68,1,,2026-06-03 14:40:10.677000
57237,11,1,<p>N/A</p>,2025-10-06 18:48:48.713000
57268,21,1,<p>N/A</p>,2026-01-12 13:44:33.963000
57282,18,1,,2025-09-30 23:56:42.673000
57284,14,1,,2026-05-22 16:11:18.830000
57305,14,1,,2025-10-03 22:20:28.267000
57306,44,1,,2026-04-10 11:41:13.260000
57307,38,1,,2026-04-29 16:23:02.687000
57311,35,1,,2026-07-27 16:46:20.490000
57326,42,1,,2026-07-31 15:09:20.037000
57329,18,1,<p>N/A</p>,2026-01-26 13:24:19.920000
57331,61,1,<p>N/A</p>,2026-07-24 12:49:10.600000
57342,31,1,,2025-10-27 12:06:20.173000
57356,14,1,<p>No modifiers applicable for <em><strong>ICD-10 Codes that Support Medical Necessity Group 1: Codes.</strong></em></p>,2025-10-14 13:00:34.383000
57356,14,2,<p>N/A</p>,2025-10-14 13:00:34.383000
57361,46,1,"<p>The procedures listed above represent commonly used anesthesia codes that may involve MAC. When these codes are used and MAC has been provided, the QS modifier must be used.</p>",2026-01-23 14:09:14.763000
57363,14,1,<p>N/A</p>,2026-01-12 13:44:33
57372,18,1,<p>N/A</p>,2026-01-26 13:24:20.073000
57384,53,1,<p>N/A</p>,2026-07-24 12:45:20.950000
57386,21,1,,2025-09-19 17:04:13.473000
57414,30,1,,2025-09-26 13:59:14.437000
57419,16,1,<p>N/A</p>,2026-01-12 13:44:33.550000
57423,16,1,,2026-01-12 13:44:33.707000
57427,11,1,,2026-07-14 22:43:03.983000
57428,10,1,,2026-07-14 22:43:03.797000
57431,14,1,,2026-07-14 22:43:00.807000
57432,12,1,<p>N/A</p>,2026-01-12 13:44:34.027000
57434,35,1,,2025-09-26 17:30:19.887000
57441,8,1,,2026-01-12 13:44:33.843000
57449,24,1,,2025-09-26 17:31:39.983000
57450,14,1,,2025-09-26 17:32:23.220000
57451,38,1,,2024-01-19 13:06:50.440000
57452,46,1,,2026-07-14 22:43:02.473000
57453,5,1,,2026-07-14 22:43:02.563000
57455,24,1,,2026-07-14 22:43:04.320000
57473,33,1,<p>N/A</p>,2025-09-18 19:06:22.043000
57476,22,1,<p>N/A</p>,2025-08-22 17:27:55.943000
57477,15,1,,2026-07-24 12:24:42.143000
57478,40,1,,2025-09-16 18:52:15.140000
57479,18,1,<p>N/A</p>,2026-01-22 18:00:56.710000
57480,31,1,,2026-01-22 20:20:20.670000
57481,12,1,<p>N/A</p>,2024-10-22 12:54:40.783000
57482,25,1,<p>N/A</p>,2026-07-24 12:37:26.830000
57483,28,1,<p>N/A</p>,2025-09-18 17:17:08.333000
57484,22,1,<p>N/A</p>,2026-02-11 19:03:25.327000
57486,10,1,,2026-01-26 13:24:19.507000
57496,14,1,,2024-05-10 11:50:10.190000
57497,15,1,<p>N/A</p>,2025-10-27 12:06:19.960000
57503,17,1,,2022-03-24 15:26:39.763000
57512,19,1,<p>N/A</p>,2025-09-04 19:01:26.460000
57515,12,1,<p>N/A</p>,2025-10-14 13:00:49.937000
57516,12,1,<p>N/A</p>,2026-01-26 13:24:20.020000
57520,43,1,,2025-01-24 13:57:27.373000
57526,93,1,<p>N/A</p>,2026-07-21 12:09:26.320000
57528,5,1,,2026-07-14 22:43:03.840000
57531,60,1,,2025-11-26 13:36:14.840000
57540,15,1,,2025-09-26 17:40:20.533000
57551,14,1,<p>N/A</p>,2025-12-23 13:54:28.483000
57552,19,1,<p>N/A</p>,2025-10-22 15:27:02.663000
57554,52,1,<p>N/A</p>,2026-07-24 12:57:31.530000
57558,11,1,<p>No modifiers applicable for ICD-10 Codes that Support Medical Necessity Group 1: Codes.</p>,2023-03-22 14:33:54.527000
57558,11,2,<p>N/A</p>,2023-03-22 14:33:54.530000
57559,20,1,<p>N/A</p>,2025-09-17 15:54:44.950000
57560,10,1,<p>N/A</p>,2025-04-25 19:15:08.457000
57566,13,1,<p>N/A</p>,2026-05-21 13:55:57.073000
57567,14,1,<p>N/A</p>,2025-04-25 19:30:21.583000
57568,11,1,<p>N/A</p>,2023-04-21 17:50:40.300000
57571,9,1,<p>N/A</p>,2024-11-20 14:19:23.210000
57575,9,1,<p>N/A</p>,2025-06-18 17:36:04.453000
57576,11,1,<p>N/A</p>,2023-05-23 15:15:22.117000
57577,7,1,<p>N/A</p>,2023-08-23 16:56:04.897000
57581,7,1,<p>N/A</p>,2023-07-19 16:36:05.580000
57583,9,1,,2025-10-22 17:06:40.343000
57587,9,1,<p>N/A</p>,2023-12-20 14:49:27.557000
57588,11,1,<p>N/A</p>,2025-10-22 17:47:44.620000
57589,16,1,<p>N/A</p>,2023-11-20 15:53:29.740000
57590,15,1,<p>N/A</p>,2026-01-22 18:52:00.473000
57591,25,1,<p>N/A</p>,2026-03-20 12:08:47.020000
57592,19,1,,2026-02-20 13:41:29.560000
57593,17,1,<p>N/A</p>,2025-09-18 19:39:59.460000
57594,22,1,<p>N/A</p>,2025-12-23 20:45:44.907000
57595,20,1,<p>N/A</p>,2026-02-25 12:35:32.383000
57596,19,1,,2026-01-22 19:54:44.223000
57597,22,1,<p>N/A</p>,2025-09-16 19:10:40.173000
57598,11,1,,2026-03-20 12:40:01.407000
57599,14,1,<p>N/A</p>,2025-09-18 18:43:31.513000
57600,34,1,,2025-09-26 14:00:00.690000
57604,16,1,,2024-01-23 16:48:24.857000
57607,15,1,<p>N/A</p>,2026-01-12 13:44:33.490000
57611,16,1,<p>N/A</p>,2025-09-09 16:37:28.820000
57612,8,1,<p>N/A</p>,2025-10-06 18:48:49.020000
57614,15,1,<p>N/A</p>,2025-09-09 16:38:35.700000
57615,6,1,<p>N/A</p>,2025-10-06 18:48:51.657000
57618,24,1,<p>N/A</p>,2025-01-24 13:58:14.943000
57619,8,1,<p>N/A</p>,2026-01-26 13:24:19.557000
57621,17,1,<p>N/A</p>,2026-01-12 13:44:33.410000
57630,11,1,<p>N/A</p>,2024-07-24 17:29:22.327000
57633,8,1,,2025-01-24 17:53:14.150000
57636,24,1,,2025-09-26 14:08:29.307000
57637,20,1,,2025-09-26 17:41:11.410000
57638,7,1,,2024-01-19 13:57:49.677000
57643,20,1,<p>N/A</p>,2025-09-04 19:00:33.087000
57647,17,1,<p>N/A</p>,2023-07-07 12:25:58.207000
57649,9,1,,2023-10-20 12:29:56.947000
57651,5,1,,2019-11-21 21:53:25.427000
57657,25,1,,2024-10-18 14:00:59.777000
57660,6,1,,2019-11-22 23:00:14.730000
57661,17,1,<p>N/A</p>,2025-10-14 13:00:42.120000
57663,14,1,,2026-04-29 16:16:11.267000
57664,11,1,<p>N/A</p>,2026-01-12 13:44:33.903000
57666,36,1,,2026-01-23 14:12:38.983000
57667,10,1,,2020-09-25 15:39:19.040000
57668,45,1,,2026-07-14 22:43:01.050000
57669,10,1,,2025-09-26 14:09:18.750000
57670,8,1,<p>N/A</p>,2026-02-06 14:44:55.913000
57672,6,1,,2019-11-22 23:07:18.190000
57677,14,1,,2024-10-18 12:55:41.080000
57678,11,1,,2025-09-26 14:05:18.613000
57680,9,1,,2026-01-23 13:41:12.370000
57682,6,1,,2020-09-25 15:55:53.680000
57683,11,1,<p>N/A</p>,2025-10-27 12:06:24.200000
57685,15,1,,2025-12-23 00:27:27.400000
57689,44,1,<p>N/A</p>,2025-10-27 12:06:23.003000
57692,11,1,<p>N/A</p>,2025-08-06 17:50:57.530000
57697,16,1,<p>N/A</p>,2025-09-04 19:02:55.617000
57701,30,1,<p>N/A</p>,2025-12-22 16:36:18.277000
57706,14,1,<p>N/A</p>,2025-10-06 18:48:51.783000
57715,55,1,<p>N/A</p>,2025-12-05 14:36:30.310000
57718,20,1,<p>N/A</p>,2025-08-06 17:50:58.423000
57726,7,1,,2023-10-13 11:44:21.230000
57733,12,1,<p>N/A</p>,2026-04-21 17:05:34.650000
57736,18,1,,2026-07-14 22:43:04.610000
57751,28,1,"<p>It is the provider&#8217;s responsibility to assess the applicability of modifiers and to select the appropriate modifier in accordance with the medical record. Any modifier submitted on a claim must be valid and effective for the date of service reported. Identified payment modifiers, those that directly affect reimbursement, must be listed first. Informational or statistical modifiers must be listed after the payment modifiers, in any order, if there are multiple modifiers applicable.</p>
<p><strong>Note:</strong> The modifier table is not an exhaustive list of coding related modifiers. Providers must append any additional modifiers necessary to accurately reflect the services rendered.</p>",2026-07-17 17:54:02.413000
57752,18,1,<p>N/A</p>,2022-02-11 14:12:32.773000
57753,12,1,,2022-01-14 13:53:24.677000
57755,18,1,,2024-03-27 14:37:53.070000
57759,36,1,"<p style=""line-height: normal;"">One of the modifiers listed below must be reported with codes 11055, 11056, 11057, 11719, G0127, and with codes 11720 and 11721 when the coverage is based on the presence of a qualifying systemic condition. If the patient has evidence of neuropathy, but no vascular impairment, class findings modifiers are not required:</p>
<p>Modifier Q7: One (1) Class A finding Modifier Q8: Two (2) Class B findings Modifier Q9: One (1) Class B finding and two (2) Class C findings.</p>",2026-07-14 22:43:03.190000
57765,26,1,"<p>It is the provider&#8217;s responsibility to assess the applicability of modifiers and to select the appropriate modifier in accordance with the medical record. Any modifier submitted on a claim must be valid and effective for the date of service reported. Identified payment modifiers, those that directly affect reimbursement, must be listed first. Informational or statistical modifiers must be listed after the payment modifiers, in any order, if there are multiple modifiers applicable.</p>
<p><strong>Note:</strong> The modifier table is not an exhaustive list of coding related modifiers. Providers must append any additional modifiers necessary to accurately reflect the services rendered.</p>",2026-06-18 14:20:03.040000
57767,12,1,,2024-03-01 14:34:11.743000
57772,81,1,,2026-07-24 12:17:55.897000
57773,17,1,<p>N/A</p>,2026-01-12 13:44:33.287000
57778,59,1,,2026-07-10 13:48:23.020000
57779,8,1,,2025-01-24 17:40:08.193000
57780,27,1,,2025-09-26 14:09:56.013000
57787,47,1,<p>N/A</p>,2026-04-02 15:33:59.460000
57788,41,1,,2025-12-12 20:04:07.280000
57791,12,1,,2025-10-06 18:48:51.580000
57804,41,1,,2025-09-26 14:07:50.983000
57813,8,1,,2022-01-18 13:52:52.223000
57826,37,1,<p>N/A</p>,2026-07-14 22:42:59.630000
57831,30,1,,2026-05-26 14:32:32.927000
57837,30,1,,2026-05-05 14:16:17.947000
57839,14,1,,2025-04-04 13:39:26.553000
57842,11,1,<p>N/A</p>,2026-02-09 16:51:07.743000
57848,19,1,,2025-09-23 11:39:33.707000
57851,8,1,<p>N/A</p>,2023-09-19 14:19:23.897000
57858,30,1,<p>N/A</p>,2026-05-29 16:08:28.933000
57863,41,1,<p>N/A</p>,2026-06-04 16:49:39.367000
57867,33,1,,2025-06-30 13:11:56.430000
57868,4,1,,2021-12-13 14:12:17.447000
57870,26,1,<p>N/A</p>,2025-04-09 11:07:13.217000
57872,10,1,,2022-02-11 14:13:27.780000
57873,31,1,<p>N/A</p>,2026-06-11 15:26:08.070000
57878,26,1,,2026-05-21 13:36:19.340000
57880,13,1,,2025-12-11 13:59:03.503000
57884,10,1,,2025-04-04 13:40:37.370000
57891,39,1,<p>N/A</p>,2026-05-05 19:48:55.217000
57901,27,1,<p>N/A</p>,2026-05-26 14:22:43.463000
57910,14,1,,2023-11-15 12:29:13.880000
57913,11,1,,2025-09-16 17:35:55.087000
57915,10,1,,2025-05-13 19:15:55.567000
57917,32,1,,2026-08-03 13:41:03.360000
57926,25,1,,2026-03-25 17:53:00.560000
57936,33,1,<p>N/A</p>,2025-07-23 19:23:13.117000
57944,25,1,"<p>For professional services billing of 64582, 64583, and 64584 with reduced services</p>",2026-05-01 12:37:40.137000
57948,38,1,<p>N/A</p>,2026-06-09 19:34:53.407000
57954,73,1,"<p align=""LEFT"">For purposes of applying presumption of coverage, when the evidence available discloses certain physical and/or clinical findings consistent with the diagnosis and indicative of severe peripheral involvement, the following findings are pertinent:</p>
<ul>
<li>Class A Findings:
<ul>
<li>Nontraumatic amputation of foot or integral skeletal portion thereof.</li>
</ul>
</li>
<li>Class B Findings:
<ul>
<li>Absent posterior tibial pulse;</li>
<li>Advanced trophic changes as: hair growth (decrease or absence) nail changes (thickening) pigmentary changes (discoloration) skin texture (thin, shiny) skin color (rubor or redness) (three required); and</li>
<li>Absent dorsalis pedis pulse.</li>
</ul>
</li>
<li>Class C Findings:
<ul>
<li>Claudication;</li>
<li>Temperature changes (e.g., cold feet);</li>
<li>Edema;</li>
<li>Paresthesias (abnormal spontaneous sensations in the feet); and</li>
<li>Burning.</li>
</ul>
</li>
</ul>
<p align=""LEFT"">The presumption of coverage may be applied when the physician rendering the routine foot care has identified the following by using the modifiers below:</p>
<ol>
<li>A Class A finding (Q7);</li>
<li>Two of the Class B findings (Q8); or</li>
<li>One Class B and two Class C findings (Q9).</li>
</ol>
<p>&nbsp;</p>",2025-11-10 19:27:28.080000
57970,13,1,<p>N/A</p>,2026-02-09 16:51:06.260000
57983,6,1,<p>N/A</p>,2023-12-20 16:25:11.817000
58000,4,1,<p>N/A</p>,2020-08-18 15:46:41
58008,22,1,,2026-01-27 16:18:03.493000
58017,55,1,,2026-07-24 12:44:30.307000
58019,45,1,,2026-01-12 15:40:43.727000
58021,11,1,,2022-05-26 13:29:56.877000
58028,23,1,<p>N/A</p>,2024-01-08 14:34:44.323000
58031,11,1,,2022-02-18 13:49:44.750000
58038,10,1,,2023-11-10 16:33:21.937000
58052,9,1,<p>N/A</p>,2026-01-26 13:24:19.693000
58061,28,1,,2025-06-26 13:39:42.990000
58063,11,1,,2023-11-10 16:27:40.793000
58065,19,1,,2024-01-08 17:49:55.680000
58075,24,1,,2026-05-15 12:59:23.370000
58095,16,1,<p>N/A</p>,2026-02-23 13:14:49.617000
58110,22,1,<p>N/A</p>,2025-04-11 13:05:43.103000
58116,29,1,,2026-07-14 22:43:00.233000
58120,17,1,<p>N/A</p>,2026-02-09 16:51:08.140000
58127,19,1,<p>N/A</p>,2025-09-30 23:50:43.973000
58133,23,1,,2025-10-14 13:00:35.403000
58136,22,1,<p>N/A</p>,2025-04-11 13:06:38.360000
58152,13,1,,2026-07-14 22:42:59.117000
58168,33,1,<p>N/A</p>,2026-01-13 15:44:01.650000
58170,33,1,<p>N/A</p>,2026-01-13 15:44:31.633000
58181,24,1,<p>N/A</p>,2026-01-26 13:24:19.973000
58183,19,1,<p>N/A</p>,2026-01-26 13:24:19.640000
58205,13,1,<p>N/A</p>,2026-05-21 14:06:10.977000
58207,34,1,<p>N/A</p>,2026-01-22 15:22:01.583000
58209,9,1,<p><strong>N/A</strong></p>,2026-01-22 20:04:10.977000
58211,24,1,,2025-12-11 14:58:17.443000
58213,16,1,,2025-04-22 17:24:50.383000
58218,17,1,,2025-12-26 23:52:21.793000
58223,22,1,,2026-03-18 13:41:37.407000
58227,20,1,,2026-02-23 13:14:49.827000
58243,7,1,,2026-01-23 13:54:24.770000
58250,19,1,,2026-01-23 14:14:12.673000
58264,8,1,,2026-01-23 13:55:23.343000
58275,9,1,<p>N/A</p>,2022-07-01 17:29:40.320000
58277,13,1,<p>N/A</p>,2025-04-09 14:29:57.053000
58282,14,1,,2026-07-13 15:33:56.907000
58287,5,1,,2021-12-29 15:47:22.200000
58294,8,1,,2026-07-14 22:42:59.070000
58308,18,1,<p>N/A</p>,2024-09-04 13:37:23.327000
58318,65,1,<p>N/A</p>,2026-07-24 12:45:43.280000
58321,7,1,,2021-12-21 15:13:33.267000
58324,35,1,<p>N/A</p>,2025-11-03 14:14:04.733000
58343,11,1,,2022-01-28 16:21:56.970000
58350,24,1,,2026-05-15 13:00:18.043000
58354,15,1,,2026-01-27 16:42:09.713000
58359,13,1,,2025-08-29 16:26:45.290000
58362,10,1,<p>N/A</p>,2023-11-08 14:12:36.557000
58364,39,1,<p>N/A</p>,2026-07-17 13:58:21.017000
58367,6,1,,2021-12-28 21:23:47.780000
58371,12,1,,2023-12-13 11:56:18.853000
58376,67,1,,2026-07-28 16:15:29.953000
58392,13,1,,2024-12-17 19:38:02.780000
58395,44,1,<p>N/A</p>,2026-07-24 12:00:15.870000
58403,27,1,,2026-05-12 13:14:36.797000
58406,26,1,,2026-01-20 13:09:53.693000
58410,9,1,,2022-01-14 13:55:22.230000
58414,11,1,,2022-01-14 13:47:59.607000
58423,48,1,<p>N/A</p>,2025-12-05 14:35:37.487000
58428,29,1,,2026-04-02 15:09:07.877000
58434,34,1,,2026-03-06 14:02:52.430000
58436,13,1,,2025-09-04 18:54:29.843000
58454,50,1,<p>N/A</p>,2026-07-28 13:12:31.700000
58468,41,1,,2026-07-31 11:43:52.747000
58471,10,1,,2023-02-15 13:42:16.477000
58473,11,1,,2026-04-30 14:11:01.440000
58477,22,1,,2026-05-21 14:03:05.310000
58503,12,1,,2023-08-22 15:20:42.787000
58559,42,1,,2026-07-31 14:24:59.610000
58565,52,1,<p>When addressing a specific toe(s) or finger(s) use the respective CPT&#174; HCPCS Level II modifier to identify them on the claim. Other modifiers listed below may include (but are not to be used alone when a more specific modifier is needed to clarify the procedure).</p>,2026-08-04 19:42:56.180000
58573,13,1,,2026-02-06 13:52:48.730000
58575,38,1,<p>N/A</p>,2026-01-23 14:10:48.887000
58577,33,1,<p>N/A</p>,2026-01-23 14:18:05.350000
58582,20,1,,2026-07-27 16:51:59.810000
58592,19,1,,2025-09-26 14:06:34.087000
58609,7,1,,2026-07-14 22:43:02.523000
58641,4,1,,2021-02-10 21:01:14.087000
58649,13,1,,2026-07-16 16:30:41.963000
58652,29,1,<p>N/A</p>,2026-07-28 16:14:05.637000
58652,29,2,<p>N/A</p>,2026-07-28 16:14:05.640000
58652,29,3,<p>N/A</p>,2026-07-28 16:14:05.647000
58656,9,1,,2026-07-14 22:43:03.760000
58664,9,1,,2024-04-04 12:36:19.833000
58679,38,1,<p>N/A</p>,2026-08-07 16:28:45.383000
58695,11,1,"<p>N/A</p>
<p>&nbsp;</p>",2025-01-13 16:08:10.753000
58700,17,1,<p>N/A</p>,2026-06-16 16:16:29.983000
58700,17,2,<p>N/A</p>,2026-06-16 16:16:30.013000
58706,12,1,,2023-11-08 14:53:39.943000
58710,92,1,,2026-07-28 16:14:49.867000
58710,92,2,,2026-07-28 16:14:49.877000
58710,92,3,,2026-07-28 16:14:49.880000
58710,92,4,,2026-07-28 16:14:49.887000
58710,92,5,,2026-07-28 16:14:49.893000
58710,92,6,,2026-07-28 16:14:49.900000
58710,92,7,,2026-07-28 16:14:49.907000
58710,92,8,,2026-07-28 16:14:49.913000
58710,92,9,,2026-07-28 16:14:49.920000
58710,92,10,,2026-07-28 16:14:49.927000
58710,92,11,,2026-07-28 16:14:49.930000
58710,92,12,,2026-07-28 16:14:49.937000
58713,13,1,<p>N/A</p>,2026-06-19 22:31:40.870000
58718,16,1,<p>N/A</p>,2026-06-16 15:27:00.953000
58720,90,1,<p>N/A</p>,2026-07-28 13:17:14.880000
58720,90,2,<p>N/A</p>,2026-07-28 13:17:14.887000
58720,90,3,<p>N/A</p>,2026-07-28 13:17:14.893000
58720,90,4,<p>N/A</p>,2026-07-28 13:17:14.900000
58720,90,5,<p>N/A</p>,2026-07-28 13:17:14.907000
58720,90,6,<p>N/A</p>,2026-07-28 13:17:14.910000
58720,90,7,<p>N/A</p>,2026-07-28 13:17:14.917000
58720,90,8,<p>N/A</p>,2026-07-28 13:17:14.923000
58720,90,9,<p>N/A</p>,2026-07-28 13:17:14.930000
58720,90,10,<p>N/A</p>,2026-07-28 13:17:14.937000
58720,90,11,<p>N/A</p>,2026-07-28 13:17:14.943000
58720,90,12,<p>N/A</p>,2026-07-28 13:17:14.950000
58731,16,1,,2025-03-06 18:09:52.503000
58734,20,1,<p>N/A</p>,2026-07-30 19:18:02.113000
58737,10,1,,2023-11-15 12:45:38.993000
58741,18,1,<p>N/A</p>,2026-07-20 21:35:44.533000
58745,21,1,,2026-07-14 22:42:59.550000
58747,65,1,,2026-07-02 16:11:42.437000
58747,65,2,,2026-07-02 16:11:42.447000
58747,65,3,,2026-07-02 16:11:42.453000
58747,65,4,,2026-07-02 16:11:42.460000
58747,65,5,,2026-07-02 16:11:42.470000
58747,65,6,,2026-07-02 16:11:42.477000
58747,65,7,,2026-07-02 16:11:42.483000
58747,65,8,,2026-07-02 16:11:42.490000
58747,65,9,,2026-07-02 16:11:42.497000
58747,65,10,,2026-07-02 16:11:42.503000
58747,65,11,,2026-07-02 16:11:42.510000
58747,65,12,,2026-07-02 16:11:42.517000
58756,26,1,<p>N/A</p>,2026-07-31 11:47:33.300000
58756,26,2,<p>N/A</p>,2026-07-31 11:47:33.307000
58756,26,3,<p>N/A</p>,2026-07-31 11:47:33.310000
58759,13,1,<p>N/A</p>,2026-06-17 16:58:55.327000
58759,13,2,<p>N/A</p>,2026-06-17 16:58:55.337000
58761,70,1,<p>N/A</p>,2026-07-31 11:33:27.410000
58761,70,2,<p>N/A</p>,2026-07-31 11:33:27.423000
58761,70,3,<p>N/A</p>,2026-07-31 11:33:27.430000
58761,70,4,<p>N/A</p>,2026-07-31 11:33:27.440000
58761,70,5,<p>N/A</p>,2026-07-31 11:33:27.447000
58761,70,6,<p>N/A</p>,2026-07-31 11:33:27.453000
58761,70,7,<p>N/A</p>,2026-07-31 11:33:27.460000
58761,70,8,<p>N/A</p>,2026-07-31 11:33:27.470000
58761,70,9,<p>N/A</p>,2026-07-31 11:33:27.477000
58761,70,10,<p>N/A</p>,2026-07-31 11:33:27.487000
58761,70,11,<p>N/A</p>,2026-07-31 11:33:27.493000
58761,70,12,<p>N/A</p>,2026-07-31 11:33:27.500000
58774,24,1,<p>N/A</p>,2026-06-18 15:37:53.970000
58777,11,1,,2023-11-20 16:38:02.953000
58788,18,1,,2026-07-23 11:37:16.400000
58795,15,1,,2025-01-24 17:57:05.387000
58797,15,1,,2025-01-24 17:58:11.547000
58801,85,1,,2026-07-10 13:49:04.720000
58808,12,1,<p>N/A</p>,2023-07-14 11:34:24.387000
58810,11,1,<p>N/A</p>,2023-07-14 11:34:57.573000
58812,81,1,,2026-07-10 13:49:41.480000
58814,12,1,<p>75580</p>,2026-07-14 22:43:01.090000
58817,6,1,,2023-11-07 16:43:54.333000
58821,7,1,"<p><span style=""background: white; line-height: 115%;"">Modifier - KX must be used as an attestation by the practitioner and/or provider of the service that documentation is on file verifying the patient has sufficiently symptomatic HF and electrocardiographic evidence of dyssynchrony or sufficiently symptomatic HF with an EF &lt; 50% and a need for frequent </span><span style=""background: white; line-height: 115%;"">RV pacing. </span></p>
<p><span style=""line-height: 115%;""> </span></p>
<p><span style=""background: white; line-height: 115%;"">For medically necessary CRT in conditions not addressed by this article, use modifier - SC.</span></p>
<p><span style=""background: white; line-height: 115%;"">Modifier &ndash; GA should be used when the provider wants to indicate that he/she anticipates that Medicare will deny a specific service as not reasonable and necessary, an Advanced </span><span style=""background: white; line-height: 115%;"">Beneficiary Notice (ABN) Form CMS-R-131 has been signed by the beneficiary and is on file. Modifier &ndash; GA may also be used on assigned claims when a patient refuses to sign the ABN and the latter is properly witnessed. For claims submitted to the Part A MAC, occurrence code 32 and the date of the ABN are required.</span><span style=""line-height: 115%;""><br /><br /><span style=""background: white;"">Modifier &ndash; GZ should be used when the provider wants to indicate that it is expected that Medicare will deny the specific services as not reasonable and necessary and the beneficiary was not asked to sign an ABN.</span><br /><br /><span style=""background: white;"">Claims for pacemaker claims that do not meet the criteria for modifier &ndash; KX or &ndash; SC should have modifier &ndash; GA or &ndash; GZ appended depending on the ABN status and will be denied.</span></span></p>",2022-03-09 15:36:34.317000
58828,15,1,,2026-03-13 13:22:31.940000
58865,24,1,<p>N/A</p>,2025-10-14 13:00:34.253000
58872,6,1,,2025-09-26 14:02:42.330000
58873,7,1,,2025-09-26 14:13:24.857000
58876,12,1,<p>N/A</p>,2026-01-27 16:23:15.790000
58883,6,1,,2023-03-08 14:23:30.533000
58893,19,1,<p>N/A</p>,2026-07-14 22:42:58.323000
58917,101,1,"<p>It is the provider&#8217;s responsibility to assess the applicability of modifiers and to select the appropriate modifier in accordance with the medical record. Any modifier submitted on a claim must be valid and effective for the date of service reported. Identified payment modifiers, those that directly affect reimbursement, must be listed first. Informational or statistical modifiers must be listed after the payment modifiers, in any order, if there are multiple modifiers applicable.</p>
<p><strong>Note:</strong> The modifier table is not an exhaustive list of coding related modifiers. Providers must append any additional modifiers necessary to accurately reflect the services rendered.</p>",2026-07-10 13:50:33.853000
58918,90,1,"<p>It is the provider&#8217;s responsibility to assess the applicability of modifiers and to select the appropriate modifier in accordance with the medical record. Any modifier submitted on a claim must be valid and effective for the date of service reported. Identified payment modifiers, those that directly affect reimbursement, must be listed first. Informational or statistical modifiers must be listed after the payment modifiers, in any order, if there are multiple modifiers applicable.</p>
<p><strong>Note:</strong> The modifier table is not an exhaustive list of coding related modifiers. Providers must append any additional modifiers necessary to accurately reflect the services rendered.</p>",2026-07-10 13:51:17.690000
58921,11,1,,2026-07-14 22:43:00.763000
58963,11,1,,2026-07-14 22:43:00.900000
58973,27,1,<p>N/A</p>,2026-01-26 13:24:19.860000
58982,19,1,,2025-04-10 12:56:51.380000
58988,24,1,,2025-04-15 11:39:43.413000
58993,16,1,,2025-09-04 18:56:44.287000
58996,31,1,<p>N/A</p>,2026-01-26 13:24:18.377000
58998,19,1,,2025-04-14 12:10:35.977000
59004,20,1,,2025-04-25 17:04:30.980000
59015,3,1,,2023-03-24 13:40:24.870000
59028,12,1,"<p><span style=""line-height: 115%;"">For reimbursement to be considered, claims must include the nail on which the procedure is performed using 1 of the modifiers listed below to identify the digit.</span></p>",2026-01-27 16:14:31.580000
59030,13,1,,2026-01-27 16:46:36.473000
59032,7,1,<p>N/A</p>,2026-01-12 13:44:34.413000
59036,23,1,"<p><span style=""line-height: 115%;"">The following modifier would need to be appropriately utilized if the AWV and Cognitive Assessment and Care plan services are done at the same visit </span><span style=""line-height: 115%;"">and would only be appropriate for a truly separate and fully complete provision of the 99483 service above and beyond all the AWV components.</span></p>",2026-02-04 14:04:18.223000
59040,12,1,,2024-12-23 16:53:11.340000
59042,13,1,,2024-08-08 18:09:07.980000
59049,16,1,,2023-11-22 12:43:44.167000
59051,6,1,,2025-02-06 19:17:00.333000
59066,10,1,,2025-10-31 21:06:19.183000
59101,28,1,,2026-07-14 22:43:01.503000
59105,36,1,<p>N/A</p>,2026-07-24 15:31:36.380000
59109,7,1,,2023-10-03 12:37:44.770000
59121,3,1,,2023-03-22 12:01:22.940000
59123,28,1,,2025-01-03 19:42:36.283000
59125,38,1,,2025-01-03 19:41:28.903000
59154,13,1,,2026-03-16 18:20:07.950000
59158,9,1,,2024-01-02 22:06:16.557000
59160,13,1,"<p><span style=""background: white;"">These modifiers are applicable to all codes listed in CPT/HCPCS Codes Groups 1-7.</span></p>",2025-08-14 18:05:46.737000
59163,7,1,,2026-02-19 15:23:04.360000
59170,5,1,,2023-08-22 19:03:44.770000
59175,11,1,,2026-02-23 13:14:48.303000
59179,10,1,<p>N/A</p>,2026-01-12 13:44:34.087000
59186,22,1,,2025-08-25 19:38:59.300000
59192,15,1,,2024-11-08 16:43:50.010000
59205,3,1,,2023-01-13 14:25:21.643000
59215,9,1,,2026-02-27 16:20:48.337000
59233,19,1,,2026-07-14 22:43:03.277000
